أُكَثِّرْ,ʾukaṯṯir
أُكَثَّرُ,ʾukaṯṯaru
أُكَثَّرَ,ʾukaṯṯara
أُكَثَّرْ,ʾukaṯṯar
تَكَوُّن,takawwun
تَكُونُ,takūnu
تَكُونَ,takūna
تُكَوِّنُ,tukawwinu
تُكَوِّنَ,tukawwina
تُكَوِّنْ,tukawwin
تُكَوَّنُ,tukawwanu
تُكَوَّنَ,tukawwana
تُكَوَّنْ,tukawwan
تُكَوِّنَّ,tukawwinna
تُكَوَّنَّ,tukawwanna
عَلِيّ,ʿaliyy
عَلِيّ,ʿaliyy
عَلْي,ʿaly
عُلِيَ,ʿuliya
عُلِيَ,ʿuliya
يُمْكِنُ,yumkinu
يُمْكِنَ,yumkina
يُمْكِنْ,yumkin
يُمْكَنُ,yumkanu
يُمْكَنَ,yumkana
يُمْكَنْ,yumkan
يُمْكِنَّ,yumkinna
يُمْكَنَّ,yumkanna
كَمَا,kamā
ـكُمَا,-kumā
الْيَوْمَ,al-yawma
يَبْدُو,yabdū
يَبْدُوَ,yabduwa
أَلْيَس,ʾalyas
أَلِيس,ʾalīs
أَلْيَسُ,ʾalyasu
أَلْيَسَ,ʾalyasa
أَلْيَسْ,ʾalyas
لِدِي,lidī
كِلَا,kilā
كَلَّا,kallā
آخِر,ʾāḵir
آخِر,ʾāḵir
آخَر,ʾāḵar
آخِر,ʾāḵir
مُنْذُ,munḏu
مُنْذُ,munḏu
لَسْتُ,lastu
لَسْتَ,lasta
لَسْتِ,lasti
غَيْر,ḡayr
غُيُر,ḡuyur
غُيُر,ḡuyur
أَيُّهَا,ʾayyuhā
أَيِّهَا,ʾayyihā
تُرِيدُ,turīdu
تُرِيدَ,turīda
أَسْتَطِيعُ,ʾastaṭīʿu
أَسْتَطِيعَ,ʾastaṭīʿa
تَعَرُّف,taʿarruf
تَعْرِفُ,taʿrifu
تَعْرِفَ,taʿrifa
تَعْرِفْ,taʿrif
تُعْرَفُ,tuʿrafu
تُعْرَفَ,tuʿrafa
تُعْرَفْ,tuʿraf
تُعَرِّفُ,tuʿarrifu
تُعَرِّفَ,tuʿarrifa
تُعَرِّفْ,tuʿarrif
تُعَرَّفُ,tuʿarrafu
تُعَرَّفَ,tuʿarrafa
تُعَرَّفْ,tuʿarraf
مَرَّة,marra
مِرَّة,mirra
مَرَّةً,marratan
مُرَّة,murra
وَاحِد,wāḥid
وَاحِد,wāḥid
وَاحِد,wāḥid
حَدَث,ḥadaṯ
حَدَث,ḥadaṯ
لَيْسَتْ,laysat
لَيِسْتُ,layistu
لَيِسْتَ,layista
لَيِسْتِ,layisti
لَيِسَتْ,layisat
أَفْضَل,ʾafḍal
أُفَضِّلُ,ʾufaḍḍilu
أُفَضِّلَ,ʾufaḍḍila
أُفَضِّلْ,ʾufaḍḍil
أُفَضَّلُ,ʾufaḍḍalu
أُفَضَّلَ,ʾufaḍḍala
أُفَضَّلْ,ʾufaḍḍal
مَكَان,makān
تَفْعَلُ,tafʿalu
تَفْعَلَ,tafʿala
تَفْعَلْ,tafʿal
تُفْعَلُ,tufʿalu
تُفْعَلَ,tufʿala
تُفْعَلْ,tufʿal
تُفَعِّلُ,tufaʿʿilu
تُفَعِّلَ,tufaʿʿila
تُفَعِّلْ,tufaʿʿil
تُفَعَّلُ,tufaʿʿalu
تُفَعَّلَ,tufaʿʿala
تُفَعَّلْ,tufaʿʿal
يَكُنْ,yakun
يَكُنَّ,yakunna
وقت,transliteration needed
وَقْت,waqt
وَقَتْ,waqat
جِدًّا,jiddan
عُلِينَا,ʿulīnā
عَلَيْنَا,ʿalaynā
عَلِينَا,ʿalīnā
أُخْرَى,ʾuḵrā
رَائِع,rāʾiʿ
بِكَ,bika
بِكِ,biki
بِكَ,bika
بِكِ,bika
كَمْ,kam
كَمّ,kamm
كِمّ,kimm
كُمّ,kumm
يُوجِدُ,yūjidu
يُوجِدَ,yūjida
يُوجِدْ,yūjid
يُوجَدُ,yūjadu
يُوجَدُ,yūjadu
يُوجَدَ,yūjada
يُوجَدَ,yūjada
يُوجَدْ,yūjad
يُوجَدْ,yūjad
يَحْدُثُ,yaḥduṯu
يَحْدُثَ,yaḥduṯa
يَحْدُثْ,yaḥduṯ
يُحْدَثُ,yuḥdaṯu
يُحْدَثَ,yuḥdaṯa
يُحْدَثْ,yuḥdaṯ
يُحَدِّثُ,yuḥaddiṯu
يُحَدِّثَ,yuḥaddiṯa
يُحَدِّثْ,yuḥaddiṯ
يُحَدَّثُ,yuḥaddaṯu
يُحَدَّثَ,yuḥaddaṯa
يُحَدَّثْ,yuḥaddaṯ
وَاحِدَة,wāḥida
قُلْتُ,qultu
قِلْتُ,qiltu
قُلْتَ,qulta
قِلْتَ,qilta
قُلْتِ,qulti
قِلْتِ,qilti
قَلَتْ,qalat
ثُمَّ,ṯumma
ثَمَّ,ṯamma
ثَمّ,ṯamm
ثُمّ,ṯumm
يَوْم,yawm
يَوْمَ,yawma
سَيِّد,sayyid
سَيِّد,sayyid
مَرْحَبًا,marḥaban
شُكْرًا,šukran
أَبِي,ʾabī
أُبِيَ,ʾubiya
مَعْي,maʿy
تَعَلُّم,taʿallum
تَعْلَمُ,taʿlamu
تَعْلَمَ,taʿlama
تَعْلَمْ,taʿlam
تُعْلَمُ,tuʿlamu
تُعْلَمَ,tuʿlama
تُعْلَمْ,tuʿlam
تُعَلِّمُ,tuʿallimu
تُعَلِّمَ,tuʿallima
تُعَلِّمْ,tuʿallim
تُعَلَّمُ,tuʿallamu
تُعَلَّمَ,tuʿallama
تُعَلَّمْ,tuʿallam
تُعْلِمُ,tuʿlimu
تُعْلِمَ,tuʿlima
تُعْلِمْ,tuʿlim
تُعْلَمُ,tuʿlamu
تُعْلَمَ,tuʿlama
تُعْلَمْ,tuʿlam
إِذْن,ʾiḏn
إِذَنْ,ʾiḏan
اللَّيْلَةَ,al-laylata
إِلٰهِي,ʾilāhī
فِعْل,fiʿl
فِعْل,fiʿl
فِعْل,fiʿl
فَعْل,faʿl
أَلَّا,ʾallā
أَلَا,ʾalā
أَلَا,ʾalā
تَمّ,tamm
تِمّ,tamm
تُمّ,tamm
تَمّ,tamm
أُمِّيّ,ʾummiyy
أُمِّي,ʾummī
حَوْل,ḥawl
حَوْل,ḥawl
حَوْلَ,ḥawla
حُول,ḥūl
حُوَّل,ḥuwwal
حُول,ḥūl
حُوَّل,ḥuwwal
لِذٰلِكَ,liḏālika
حَقًّا,ḥaqqan
لَنَا,lanā
حَال,ḥāl
حَالَ,ḥāla
لِأَنَّ,liʾanna
لِأَنْ,liʾan
خِلَالَ,ḵilāla
خِلَال,ḵilāl
خِلَال,ḵilāl
خَلَّال,ḵallāl
خِلَال,ḵilāl
فَعَلْتُ,faʿaltu
فُعِلْتُ,fuʿiltu
فَعَلْتَ,faʿalta
فُعِلْتَ,fuʿilta
فَعَلْتِ,faʿalti
فُعِلْتِ,fuʿilti
فَعَلَتْ,faʿalat
فُعِلَتْ,fuʿilat
فَعَّلْتُ,faʿʿaltu
فُعِّلْتُ,fuʿʿiltu
فَعَّلْتَ,faʿʿalta
فُعِّلْتَ,fuʿʿilta
فَعَّلْتِ,faʿʿalti
فُعِّلْتِ,fuʿʿilti
فَعَّلَتْ,faʿʿalat
فُعِّلَتْ,fuʿʿilat
هُمْ,hum
هَمّ,hamm
هِمّ,himm
هِمّ,himm
أَكُونُ,ʾakūnu
أَكُونَ,ʾakūna
أُكَوِّنُ,ʾukawwinu
أُكَوِّنَ,ʾukawwina
أُكَوِّنْ,ʾukawwin
أُكَوَّنُ,ʾukawwanu
أُكَوَّنَ,ʾukawwana
أُكَوَّنْ,ʾukawwan
أَفْعَل,ʾafʿal
أَفْعَلُ,ʾafʿalu
أَفْعَلَ,ʾafʿala
أَفْعَلْ,ʾafʿal
أُفْعَلُ,ʾufʿalu
أُفْعَلَ,ʾufʿala
أُفْعَلْ,ʾufʿal
أُفَعِّلُ,ʾufaʿʿilu
أُفَعِّلَ,ʾufaʿʿila
أُفَعِّلْ,ʾufaʿʿil
أُفَعَّلُ,ʾufaʿʿalu
أُفَعَّلَ,ʾufaʿʿala
أُفَعَّلْ,ʾufaʿʿal
أَعْنِي,ʾaʿnī
أَعْنِيَ,ʾaʿniya
لِلْغَايَة,lilḡāya
بَيْنَ,bayna
بَيْن,bayn
بَيِّن,bayyin
بِينَ,bīna
جَيِّدَة,jayyida
هَا,hā
عَمَل,ʿamal
مَتَى,matā
مَتَى,matā
مَتَّى,mattā
يَعْنِي,yaʿnī
يَعْنِي,yaʿnī
يَعْنِيَ,yaʿniya
فِكْرَة,fikra
مَنِيّ,maniyy
مِنِّي,minnī
مِنِّيَ,minnī
مُنِّي,munnī
أَظُنُّ,ʾaẓunnu
أَظُنَّ,ʾaẓunna
أَظُنِّ,ʾaẓunni
أُظَنُّ,ʾuẓannu
أُظَنَّ,ʾuẓanna
أُظَنِّ,ʾuẓanni
أَنِيّ,ʾaniyy
كُنَّا,kunnā
مُجَرَّد,mujarrad
أَقُولُ,ʾaqūlu
أَقُولَ,ʾaqūla
تَقَوُّل,taqawwul
تَقُولُ,taqūlu
تَقُولَ,taqūla
أُمّ,ʾumm
أَمّ,ʾamm
أَمْ,ʾam
هٰؤُلَاءِ,hāʾulāʾi
تَسْتَطِيعُ,tastaṭīʿu
تَسْتَطِيعَ,tastaṭīʿa
أَمْر,ʾamr
أَمْر,ʾamr
أَمَرّ,ʾamarr
أَمُرُّ,ʾamurru
أَمُرَّ,ʾamurra
أَمُرِّ,ʾamurri
تَوَقُّف,tawaqquf
تُوَقِّفُ,tuwaqqifu
تُوَقِّفَ,tuwaqqifa
تُوَقِّفْ,tuwaqqif
تُوَقَّفُ,tuwaqqafu
تُوَقَّفَ,tuwaqqafa
تُوَقَّفْ,tuwaqqaf
تُوقِفُ,tūqifu
تُوقِفَ,tūqifa
تُوقِفْ,tūqif
تُوقَفُ,tūqafu
تُوقَفَ,tūqafa
تُوقَفْ,tūqaf
نَفْس,nafs
نَفْس,nafs
نَفَس,nafas
لَمَّا,lammā
لِمَا,limā
لَمَّا,lammā
لَمَا,lamā
اُنْظُرْ,unẓur
تَكُنْ,takun
تَكُنَّ,takunna
بَدَوْنَ,badawna
بَأْس,baʾs
بِسَبَبِ,bisababi
حَصَلْتُ,ḥaṣaltu
حَصَلْتَ,ḥaṣalta
حَصَلْتِ,ḥaṣalti
حَصَلَتْ,ḥaṣalat
أَشْعُرُ,ʾašʿuru
أَشْعُرَ,ʾašʿura
أَشْعُرْ,ʾašʿur
أَرَى,ʾarā
أُرَى,ʾurā
عِنْدَ,ʿinda
تَبْدُو,tabdū
تَبْدُوَ,tabduwa
اَلَّذِينَ,allaḏīna
الَّذَيْنِ,allaḏayni
تَحْتُ,taḥtu
تَحْتَ,taḥta
لَيْلَة,layla
تَعْتَقِدُ,taʿtaqidu
تَعْتَقِدَ,taʿtaqida
تَعْتَقِدْ,taʿtaqid
تُعْتَقَدُ,tuʿtaqadu
تُعْتَقَدَ,tuʿtaqada
تُعْتَقَدْ,tuʿtaqad
لِكَيْ,likay
حَيْثُ,ḥayṯu
مُشْكِلَة,muškila
اَل,al-
تَعَالٍ,taʿālin
تَعَالَ,taʿāla
تَعَالَ,taʿāla
أَذْهَبُ,ʾaḏhabu
أَذْهَبَ,ʾaḏhaba
أَذْهَبْ,ʾaḏhab
أُذَهِّبُ,ʾuḏahhibu
أُذَهِّبَ,ʾuḏahhiba
أُذَهِّبْ,ʾuḏahhib
أُذَهَّبُ,ʾuḏahhabu
أُذَهَّبَ,ʾuḏahhaba
أُذَهَّبْ,ʾuḏahhab
يُرِيدُ,yurīdu
يُرِيدَ,yurīda
بِالفِعْلِ,bi-l-fiʿli
قَتَّلَ,qattala
قَتْل,qatl
قِتْل,qitl
طَوَالَ,ṭawāla
طِوَال,ṭiwāl
رَأَيْتُ,raʾaytu
رَأَيْتَ,raʾayta
رَأَيْتِ,raʾayti
بِنَّا,binnā
أَحَبّ,ʾaḥabb
أَحِبُّ,ʾaḥibbu
أَحِبَّ,ʾaḥibba
أَحِبِّ,ʾaḥibbi
أُحَبُّ,ʾuḥabbu
أُحَبَّ,ʾuḥabba
أُحَبِّ,ʾuḥabbi
أَيْضًا,ʾayḍan
بَلْ,bal
بَلّ,ball
النَّار,an-nār
النَّار,an-nār
أَكُنْ,ʾakun
أَرَدْتُ,ʾaradtu
أُرِدْتُ,ʾuridtu
أَرَدْتَ,ʾaradta
أُرِدْتَ,ʾuridta
أَرَدْتِ,ʾaradti
أُرِدْتِ,ʾuridti
كَبِير,kabīr
كَبِير,kabīr
سَنَوَات,sanawāt
نَذْهَبُ,naḏhabu
نَذْهَبَ,naḏhaba
نَذْهَبْ,naḏhab
نُذَهِّبُ,nuḏahhibu
نُذَهِّبَ,nuḏahhiba
نُذَهِّبْ,nuḏahhib
نُذَهَّبُ,nuḏahhabu
نُذَهَّبَ,nuḏahhaba
نُذَهَّبْ,nuḏahhab
نُذْهِبُ,nuḏhibu
نُذْهِبَ,nuḏhiba
نُذْهِبْ,nuḏhib
نُذْهَبُ,nuḏhabu
نُذْهَبَ,nuḏhaba
نُذْهَبْ,nuḏhab
سَمِعْتُ,samiʿtu
سُمِعْتُ,sumiʿtu
سَمِعْتَ,samiʿta
سُمِعْتَ,sumiʿta
سَمِعْتِ,samiʿti
سُمِعْتِ,sumiʿti
سَمِعَتْ,samiʿat
سُمِعَتْ,sumiʿat
سَمَّعْتُ,sammaʿtu
سُمِّعْتُ,summiʿtu
سَمَّعْتَ,sammaʿta
سُمِّعْتَ,summiʿta
سَمَّعْتِ,sammaʿti
سُمِّعْتِ,summiʿti
سَمَّعَتْ,sammaʿat
سُمِّعَتْ,summiʿat
يَعْرِفُ,yaʿrifu
يَعْرِفَ,yaʿrifa
يَعْرِفْ,yaʿrif
يُعْرَفُ,yuʿrafu
يُعْرَفَ,yuʿrafa
يُعْرَفْ,yuʿraf
يُعَرِّفُ,yuʿarrifu
يُعَرِّفَ,yuʿarrifa
يُعَرِّفْ,yuʿarrif
يُعَرَّفُ,yuʿarrafu
يُعَرَّفَ,yuʿarrafa
يُعَرَّفْ,yuʿarraf
فَتَاة,fatāh
تُرِيدِينَ,turīdīna
اِعْرِفْ,iʿrif
جَمِيع,jamīʿ
خَارِج,ḵārij
خَارِج,ḵārij
خَارِجَ,ḵārija
تَذْهَبُ,taḏhabu
تَذْهَبَ,taḏhaba
تَذْهَبْ,taḏhab
تُذَهِّبُ,tuḏahhibu
تُذَهِّبَ,tuḏahhiba
تُذَهِّبْ,tuḏahhib
تُذَهَّبُ,tuḏahhabu
تُذَهَّبَ,tuḏahhaba
تُذَهَّبْ,tuḏahhab
تُذْهِبُ,tuḏhibu
تُذْهِبَ,tuḏhiba
تُذْهِبْ,tuḏhib
تُذْهَبُ,tuḏhabu
تُذْهَبَ,tuḏhaba
تُذْهَبْ,tuḏhab
ثَلَاثَة,ṯalāṯa
اُسْتُطِيعَ,ustuṭīʿa
سَبَب,sabab
يَقُولُ,yaqūlu
يَقُولَ,yaqūla
دُون,dūn
دُونُ,dūnu
دُونَ,dūna
كَانُوا,kānū
اِذْهَبْ,iḏhab
كَبِيرَة,kabīra
كَبِيرَة,kabīra
قُمْتُ,qumtu
قُمْتَ,qumta
قُمْتِ,qumti
هُنَالِكَ,hunālika
جَمِيلَة,jamīla
دَائِمًا,dāʾiman
مِمَّا,mimmā
ثَانِيَة,ṯāniya
ثَانِيَة,ṯāniya
رَائِعَة,rāʾiʿa
رَائِعَة,rāʾiʿa
نَوْع,nawʿ
تَعْرِفِينَ,taʿrifīna
تُعْرَفِينَ,tuʿrafīna
تُعَرِّفِينَ,tuʿarrifīna
تُعَرَّفِينَ,tuʿarrafīna
أَحْتَاجُ,ʾaḥtāju
أَحْتَاجَ,ʾaḥtāja
أُحْتَاجُ,ʾuḥtāju
أُحْتَاجَ,ʾuḥtāja
جَمِيل,jamīl
جَمِيل,jamīl
جَدِيد,jadīd
أَنْظُرُ,ʾanẓuru
أَنْظُرَ,ʾanẓura
أَنْظُرْ,ʾanẓur
أُنْظَرُ,ʾunẓaru
أُنْظَرَ,ʾunẓara
أُنْظَرْ,ʾunẓar
أُنَظِّرُ,ʾunaẓẓiru
أُنَظِّرَ,ʾunaẓẓira
أُنَظِّرْ,ʾunaẓẓir
سَعِيد,saʿīd
سَعِيد,saʿīd
دَقِيقَة,daqīqa
بِالضَّبْطِ,bi-ḍ-ḍabṭi
تَعْلَمِينَ,taʿlamīna
تُعْلَمِينَ,tuʿlamīna
تُعَلِّمِينَ,tuʿallimīna
تُعَلَّمِينَ,tuʿallamīna
تُعْلِمِينَ,tuʿlimīna
تُعْلَمِينَ,tuʿlamīna
غُرْفَة,ḡurfa
غُرْفَة,ḡurfa
غَرْفَة,ḡarfa
غِرْفَة,ḡirfa
الْمَدِينَة,al-madīna
الْمَدِينَة,al-madīna
اَلْأَرْض,al-ʾarḍ
لَحْظَة,laḥẓa
طَرِيقَة,ṭarīqa
إِلَيْهِ,ʾilayhi
أَنْتُمْ,ʾantum
اِعْلَمْ,iʿlam
عِيد,ʿīd
عِيَد,ʿiyad
عِيدَ,ʿīda
جُون,jūn
عَظِيم,ʿaẓīm
تَعَمُّل,taʿammul
تَعْمَلُ,taʿmalu
تَعْمَلَ,taʿmala
تَعْمَلْ,taʿmal
تُعْمَلُ,tuʿmalu
تُعْمَلَ,tuʿmala
تُعْمَلْ,tuʿmal
تُعَمِّلُ,tuʿammilu
تُعَمِّلَ,tuʿammila
تُعَمِّلْ,tuʿammil
تُعَمَّلُ,tuʿammalu
تُعَمَّلَ,tuʿammala
تُعَمَّلْ,tuʿammal
تُعْمِلُ,tuʿmilu
تُعْمِلَ,tuʿmila
تُعْمِلْ,tuʿmil
تُعْمَلُ,tuʿmalu
تُعْمَلَ,tuʿmala
تُعْمَلْ,tuʿmal
يَعْمَلُ,yaʿmalu
يَعْمَلَ,yaʿmala
يَعْمَلْ,yaʿmal
يُعْمَلُ,yuʿmalu
يُعْمَلَ,yuʿmala
يُعْمَلْ,yuʿmal
يُعَمِّلُ,yuʿammilu
يُعَمِّلَ,yuʿammila
يُعَمِّلْ,yuʿammil
يُعَمَّلُ,yuʿammalu
يُعَمَّلَ,yuʿammala
يُعَمَّلْ,yuʿammal
يُعْمِلُ,yuʿmilu
يُعْمِلَ,yuʿmila
يُعْمِلْ,yuʿmil
يُعْمَلُ,yuʿmalu
يُعْمَلَ,yuʿmala
يُعْمَلْ,yuʿmal
نَفْسِي,nafsī
نَفْسِيَ,nafsī
نَفِّسِي,naffisī
أَلَم,ʾalam
أَلُمْ,ʾalum
أُلَمْ,ʾulam
اللّٰه,allāh
عَام,ʿām
عَامّ,ʿāmm
سَاعَة,sāʿa
تَتَحَدَّثُ,tataḥaddaṯu
تَتَحَدَّثَ,tataḥaddaṯa
تَتَحَدَّثْ,tataḥaddaṯ
لَهِم,lahim
إِلَيْكَ,ʾilayka
إِلَيْكِ,ʾilayki
إِلَيْكَ,ʾilayka
رِفَاق,rifāq
بَيْنَمَا,baynamā
تُرَى,turā
تَرَى,tarā
تُرَى,turā
تُرَى,turā
لَدَى,ladā
مُتَأَكِّد,mutaʾakkid
هِيَ,hiya
فَقْد,faqd
يَفْعَلُ,yafʿalu
يَفْعَلَ,yafʿala
يَفْعَلْ,yafʿal
يُفْعَلُ,yufʿalu
يُفْعَلَ,yufʿala
يُفْعَلْ,yufʿal
يُفَعِّلُ,yufaʿʿilu
يُفَعِّلَ,yufaʿʿila
يُفَعِّلْ,yufaʿʿil
يُفَعَّلُ,yufaʿʿalu
يُفَعَّلَ,yufaʿʿala
يُفَعَّلْ,yufaʿʿal
سَيَّارَة,sayyāra
أُحَاوِلُ,ʾuḥāwilu
أُحَاوِلَ,ʾuḥāwila
أُحَاوِلْ,ʾuḥāwil
أُحَاوَلُ,ʾuḥāwalu
أُحَاوَلَ,ʾuḥāwala
أُحَاوَلْ,ʾuḥāwal
طَرِيق,ṭarīq
سَعِيدَة,saʿīda
رَقْم,raqm
أَقْصِدُ,ʾaqṣidu
أَقْصِدَ,ʾaqṣida
أَقْصِدْ,ʾaqṣid
أَقْصُدُ,ʾaqṣudu
أَقْصُدَ,ʾaqṣuda
أَقْصُدْ,ʾaqṣud
أُقْصَدُ,ʾuqṣadu
أُقْصَدَ,ʾuqṣada
أُقْصَدْ,ʾuqṣad
أَتَمَنَّى,ʾatamannā
أُتَمَنَّى,ʾutamannā
ذَهَبْتُ,ḏahabtu
ذَهَبْتَ,ḏahabta
ذَهَبْتِ,ḏahabti
ذَهَبَتْ,ḏahabat
ذَهَّبْتُ,ḏahhabtu
ذُهِّبْتُ,ḏuhhibtu
ذَهَّبْتَ,ḏahhabta
ذُهِّبْتَ,ḏuhhibta
ذَهَّبْتِ,ḏahhabti
ذُهِّبْتِ,ḏuhhibti
ذَهَّبَتْ,ḏahhabat
ذُهِّبَتْ,ḏuhhibat
صَغِيرَة,ṣaḡīra
صَغِيرَة,ṣaḡīra
أَوَّل,ʾawwal
